latitude,longitude,depth,mag,magType,gap,dmin,rms,id,place,depthError,magError,magNst,year,month,time_seconds,country
20.5353,93.9691,49.03,4.5,mb,102.0,2.124,0.91,us200066i3,"94 km W of Yenangyaung, Myanmar",6.9,0.092,35.0,2016.0,6.0,1466409922.0,Myanmar
27.9339,84.4925,10.0,4.1,mb,173.0,0.761,0.57,us200065ir,"29 km N of Bharatpur, Nepal",1.9,0.107,24.0,2016.0,6.0,1465860462.0,Nepal
25.7858,95.2245,83.12,4.5,mb,78.0,3.463,0.59,us200063uf,"66 km SE of Tuensang, India",6.7,0.054,100.0,2016.0,6.0,1465668743.0,India
22.6959,93.8121,40.58,4.3,mb,121.0,0.203,0.72,us200064sm,"21 km ENE of Hakha, Myanmar",8.6,0.122,19.0,2016.0,6.0,1465568468.0,Myanmar
18.5171,96.5261,10.0,4.6,mb,109.0,1.681,0.63,us200062sb,"10 km ENE of Pyu, Myanmar",1.8,0.101,29.0,2016.0,6.0,1464847360.0,Myanmar
29.8731,92.142,36.89,4.0,mb,90.0,0.898,0.89,us200061qx,"103 km ENE of Lhasa, China",7.9,0.113,21.0,2016.0,5.0,1464630024.0,China
28.0097,85.4237,10.0,4.6,mb,67.0,0.311,0.86,us20005ysr,"34 km NNW of Nagarkot, Nepal",1.7,0.053,107.0,2016.0,5.0,1464428350.0,Nepal
26.5252,96.4968,64.3,4.6,mb,49.0,4.282,0.77,us20005yf1,"47 km NW of Sarupathar, India",7.0,0.081,45.0,2016.0,5.0,1464325390.0,India
28.4555,87.4821,10.0,4.0,mb,117.0,2.085,1.02,us20005y1t,"86 km NE of Lobujya, Nepal",1.9,0.119,19.0,2016.0,5.0,1464254965.0,Nepal
33.0759,76.0936,35.0,4.1,mb,148.0,2.432,0.73,us10005jjq,"36 km ENE of Bhadarw?h, India",2.0,0.165,10.0,2016.0,5.0,1464085079.0,India
27.704,85.0896,10.0,4.3,mb,87.0,0.195,1.21,us10005jdi,"18 km W of Kirtipur, Nepal",1.9,0.082,42.0,2016.0,5.0,1464030592.0,Nepal
28.4178,87.4903,10.0,4.2,mb,90.0,2.046,0.71,us10005jcy,"84 km NE of Lobujya, Nepal",1.8,0.093,32.0,2016.0,5.0,1464026943.0,Nepal
10.2558,92.2057,30.04,4.1,mb,206.0,1.488,0.19,us20005yjx,"166 km SSW of Port Blair, India",7.9,0.214,6.0,2016.0,5.0,1463956356.0,India
28.5599,87.5853,11.05,4.3,mb,112.0,2.174,0.72,us10005j6t,"101 km NE of Lobujya, Nepal",4.3,0.083,41.0,2016.0,5.0,1463892585.0,Nepal
28.3854,87.3554,10.0,4.0,mb,118.0,1.955,1.1,us10005j6l,"71 km NE of Lobujya, Nepal",2.0,0.108,23.0,2016.0,5.0,1463885742.0,Nepal
28.5654,87.4796,4.44,5.1,mb,39.0,2.091,0.71,us10005j6d,"94 km NE of Lobujya, Nepal",2.9,0.039,213.0,2016.0,5.0,1463882754.0,Nepal
28.4538,87.5326,9.36,5.4,mwc,36.0,2.093,0.9,us10005j6b,"89 km NE of Lobujya, Nepal",3.5,0.12387272727272725,100.82750222344674,2016.0,5.0,1463881728.0,Nepal
28.2457,87.2227,10.37,4.0,mb,120.0,1.768,0.72,us20005yj5,"51 km NE of Lobujya, Nepal",6.7,0.164,10.0,2016.0,5.0,1463881569.0,Nepal
28.4767,87.5067,6.99,4.5,mb,89.0,2.08,0.73,us10005j69,"89 km NE of Lobujya, Nepal",4.0,0.067,66.0,2016.0,5.0,1463880751.0,Nepal
23.9073,94.5819,83.75,4.0,mb,139.0,2.978,0.76,us20005yhm,"34 km NNE of Mawlaik, Myanmar",8.4,0.116,20.0,2016.0,5.0,1463867859.0,Myanmar
28.2817,87.3528,10.0,4.0,mb,120.0,1.918,1.06,us10005j3y,"64 km NE of Lobujya, Nepal",1.9,0.113,21.0,2016.0,5.0,1463817540.0,Nepal
34.6112,69.3521,32.09,4.0,mb,131.0,0.264,0.73,us10005ip5,"18 km ENE of Kabul, Afghanistan",6.7,0.163,11.0,2016.0,5.0,1463708418.0,Afghanistan
22.7638,93.9152,42.42,4.8,mb,61.0,3.365,0.58,us10005inb,Myanmar-India border region,6.5,0.044,162.0,2016.0,5.0,1463699424.0,Myanmar-India border region
32.1179,95.0925,10.0,4.7,mb,71.0,4.172,0.87,us10005i9v,"226 km WNW of Qamdo, China",1.9,0.083,44.0,2016.0,5.0,1463590631.0,China
25.9006,90.2255,35.12,4.3,mb,165.0,3.871,0.56,us10005jku,"16 km SSW of Lakhipur, India",9.3,0.188,8.0,2016.0,5.0,1463421827.0,India
27.8608,85.3631,22.11,4.4,mb,44.0,0.153,0.57,us10005hgq,Nepal,3.3,0.069,61.0,2016.0,5.0,1463265955.0,Nepal
27.958,85.5191,10.0,4.0,mb,104.0,0.303,0.82,us10005ivg,"26 km N of Nagarkot, Nepal",1.9,0.134,15.0,2016.0,5.0,1463181659.0,Nepal
24.2716,94.3125,71.48,4.8,mb,52.0,2.92,0.68,us10005gr5,"41 km SE of Kakching, India",7.0,0.066,72.0,2016.0,5.0,1463039659.0,India
28.0545,84.5639,15.99,4.5,mb,73.0,5.984,0.63,us10005ggl,"43 km NNE of Bharatpur, Nepal",4.2,0.087,38.0,2016.0,5.0,1462956767.0,Nepal
32.0502,94.9817,45.96,4.1,mb,95.0,4.056,0.91,us10005ggc,"232 km WNW of Qamdo, China",8.2,0.114,21.0,2016.0,5.0,1462950472.0,China
27.9448,84.9277,10.23,4.5,mb,104.0,0.414,1.04,us10005ihi,"45 km NW of Kirtipur, Nepal",5.3,0.076,50.0,2016.0,5.0,1462929582.0,Nepal
32.0221,95.0268,8.0,5.2,mwb,25.0,4.072,0.89,us10005gf4,"227 km WNW of Qamdo, China",1.8,0.05,39.0,2016.0,5.0,1462929347.0,China
11.3506,91.5047,10.0,5.2,mb,36.0,8.122,0.77,us10005g2n,"137 km WSW of Bamboo Flat, India",1.7,0.046,155.0,2016.0,5.0,1462809827.0,India
11.2676,91.4012,10.0,4.3,mb,103.0,8.13,1.18,us10005i7u,"151 km WSW of Bamboo Flat, India",1.9,0.122,19.0,2016.0,5.0,1462809622.0,India
28.21,85.7631,39.31,4.2,mb,66.0,0.634,0.78,us10005i7d,"33 km NW of Kod?ri??, Nepal",6.8,0.093,32.0,2016.0,5.0,1462771074.0,Nepal
34.7921,86.6563,10.0,4.7,mb,95.0,9.814,0.73,us10005fuk,western Xizang,1.8,0.057,94.0,2016.0,5.0,1462702430.0,western Xizang
25.4013,91.7893,37.62,4.1,mb,99.0,2.715,0.5,us10005h6s,"14 km NE of Cherrapunji, India",7.6,0.123,18.0,2016.0,5.0,1462614219.0,India
23.4241,94.287,26.82,4.1,mb,144.0,3.074,0.76,us10005h52,"27 km SSW of Mawlaik, Myanmar",7.0,0.127,17.0,2016.0,5.0,1462504004.0,Myanmar
29.6379,87.9346,25.81,4.1,mb,156.0,2.779,0.6,us10005gkb,"101 km WNW of Rikaze, China",6.2,0.104,25.0,2016.0,5.0,1462293111.0,China
22.2751,94.6863,119.97,4.2,mb,71.0,2.843,0.34,us10005gia,"49 km WNW of Monywa, Myanmar",7.7,0.106,25.0,2016.0,5.0,1462204142.0,Myanmar
22.6224,94.7197,79.46,4.2,mb,115.0,2.843,0.95,us10005gbx,"71 km NW of Monywa, Myanmar",9.0,0.136,15.0,2016.0,5.0,1462086521.0,Myanmar
34.5095,81.117,33.58,4.2,mb,133.0,6.568,1.01,us10005btm,western Xizang,4.4,0.152,12.0,2016.0,4.0,1461716818.0,western Xizang
10.2055,91.5917,22.65,4.3,mb,71.0,1.832,0.89,us10005dnx,"205 km SW of Port Blair, India",5.2,0.143,14.0,2016.0,4.0,1461534942.0,India
32.0743,94.9179,10.0,4.6,mb,47.0,4.025,0.77,us20005l66,"238 km WNW of Qamdo, China",1.9,0.068,65.0,2016.0,4.0,1461408058.0,China
31.9952,95.1012,15.92,4.8,mb,42.0,4.11,0.74,us20005l5w,"219 km WNW of Qamdo, China",4.3,0.053,109.0,2016.0,4.0,1461403976.0,China
24.5441,96.0794,57.11,4.3,mb,132.0,3.963,1.12,us20005ksy,"121 km WNW of Bhamo, Myanmar",9.8,0.118,20.0,2016.0,4.0,1461311443.0,Myanmar
9.9398,93.8287,31.38,4.5,mb,78.0,2.01,0.72,us20005kqe,"224 km SSE of Port Blair, India",4.7,0.122,20.0,2016.0,4.0,1461292985.0,India
10.2564,93.7772,42.83,4.4,mb,156.0,1.721,0.89,us20005jxp,"192 km SE of Port Blair, India",9.0,0.096,31.0,2016.0,4.0,1461098877.0,India
10.2153,93.6895,10.0,5.3,mb,36.0,1.706,0.91,us20005jx7,"190 km SSE of Port Blair, India",1.7,0.045,167.0,2016.0,4.0,1461097977.0,India
28.3381,87.8381,55.92,4.3,mb,46.0,2.315,1.13,us20005jvf,"109 km ENE of Lobujya, Nepal",7.6,0.104,30.0,2016.0,4.0,1461086537.0,Nepal
12.9466,92.3335,37.35,4.7,mb,58.0,1.344,0.85,us20005ji4,"144 km NNW of Bamboo Flat, India",6.1,0.074,55.0,2016.0,4.0,1460993394.0,India
28.3437,87.4392,10.0,4.1,mb,64.0,1.979,0.87,us20005ixu,"75 km NE of Lobujya, Nepal",1.9,0.114,21.0,2016.0,4.0,1460781183.0,Nepal
23.816,94.1986,61.25,4.6,mb,40.0,2.61,0.51,us20005hyf,"28 km NW of Mawlaik, Myanmar",7.1,0.057,93.0,2016.0,4.0,1460612513.0,Myanmar
12.5623,95.1787,10.0,4.9,mb,95.0,2.546,0.56,us20005kel,"282 km ENE of Port Blair, India",1.9,0.149,14.0,2016.0,4.0,1460556843.0,India
23.0944,94.8654,136.0,6.9,mww,14.0,3.001,1.03,us20005hqz,"76 km SE of Mawlaik, Myanmar",1.8,0.1208727272727273,195.0129416447728,2016.0,4.0,1460555717.0,Myanmar
27.6062,86.0621,10.0,4.3,mb,146.0,0.67,0.93,us20005heg,"40 km SSE of Kod?ri??, Nepal",1.9,0.097,30.0,2016.0,4.0,1460472112.0,Nepal
27.6354,85.3002,10.22,4.1,mb,168.0,0.077,0.76,us20005gv0,"4 km SSW of P?tan, Nepal",4.2,0.116,20.0,2016.0,4.0,1460208013.0,Nepal
33.9561,69.4921,35.0,4.0,mb,105.0,0.691,1.4,us20005g7m,"27 km SSW of ?uk?mat? Azrah, Afghanistan",2.0,0.144,13.0,2016.0,4.0,1460064281.0,Afghanistan
31.9049,71.8979,29.8,4.1,mb,112.0,2.088,0.95,us20005fqw,"37 km WNW of Jahanian Shah, Pakistan",5.1,0.135,15.0,2016.0,4.0,1459908367.0,Pakistan
25.7595,90.5452,10.0,5.0,mb,37.0,1.198,0.81,us20005fj8,"38 km SE of Lakhipur, India",1.7,0.048,140.0,2016.0,4.0,1459842144.0,India
27.5381,85.8383,23.69,4.2,mb,152.0,0.495,1.02,us20005eeq,"30 km ESE of Dhulikhel, Nepal",5.0,0.098,29.0,2016.0,4.0,1459744286.0,Nepal
23.7551,94.3079,62.6,4.1,mb,168.0,2.868,0.64,us20005gfd,"15 km NW of Mawlaik, Myanmar",6.9,0.15,12.0,2016.0,4.0,1459681112.0,Myanmar
27.8164,85.5483,10.0,4.1,mb,110.0,0.23,0.52,us20005flx,"11 km NNE of Nagarkot, Nepal",1.9,0.094,31.0,2016.0,3.0,1459340800.0,Nepal
25.9519,90.6891,10.0,4.0,mb,158.0,1.12,0.35,us20005dxs,"25 km SSE of Go?lp?ra, India",2.0,0.212,6.0,2016.0,3.0,1459190406.0,India
24.6302,96.1321,57.15,4.5,mb,83.0,3.987,0.37,us20005c0c,"119 km WNW of Bhamo, Myanmar",8.4,0.097,31.0,2016.0,3.0,1458730202.0,Myanmar
29.9569,93.1989,10.0,4.7,mb,46.0,1.818,0.68,us20005b94,"195 km NW of Shi Yomi, India",1.9,0.049,125.0,2016.0,3.0,1458492853.0,India
34.044,78.0686,31.9,4.1,mb,101.0,6.262,1.27,us20005ai2,"46 km ESE of Leh, India",5.3,0.114,23.0,2016.0,3.0,1458233221.0,India
27.7234,85.534,27.09,4.3,mb,137.0,0.193,0.75,us10004xlm,"1 km NE of Nagarkot, Nepal",6.1,0.09,35.0,2016.0,3.0,1457990855.0,Nepal
10.2834,93.5317,125.89,4.3,mb,126.0,1.567,0.99,us20005ag9,"175 km SSE of Port Blair, India",2.8,0.148,13.0,2016.0,3.0,1457881476.0,India
26.245,92.2565,53.71,4.5,mb,41.0,0.765,0.74,us10004x9h,"9 km W of Morigaon, India",1.2,0.079,47.0,2016.0,3.0,1457865011.0,India
27.8303,84.8208,10.0,4.4,mb,171.0,0.453,0.76,us20005af9,"41 km ENE of Bharatpur, Nepal",1.8,0.11,24.0,2016.0,3.0,1457846133.0,Nepal
26.7746,89.092,14.88,3.9,mb,177.0,2.759,1.46,us10004x93,"9 km NW of Birpara, India",7.2,0.17,9.0,2016.0,3.0,1457799312.0,India
10.3914,92.4579,27.86,4.2,mb,116.0,1.287,0.59,us20005a7q,"144 km SSW of Port Blair, India",7.3,0.187,8.0,2016.0,3.0,1457775577.0,India
22.6044,93.8341,34.99,4.2,mb,172.0,3.459,0.52,us10004xt3,"23 km E of Hakha, Myanmar",9.6,0.11,25.0,2016.0,3.0,1457622130.0,Myanmar
9.5751,93.4345,10.0,4.4,mb,176.0,2.176,1.27,us10004ws1,"243 km SSE of Port Blair, India",1.9,0.13,17.0,2016.0,3.0,1457430934.0,India
22.7585,93.9433,50.03,4.5,mb,99.0,3.383,0.48,us10004vu1,"32 km ESE of Falam, Myanmar",7.1,0.081,44.0,2016.0,3.0,1457353381.0,Myanmar
20.98,95.0238,100.99,4.6,mb,46.0,3.22,1.09,us10004vst,"23 km ENE of Chauk, Myanmar",4.4,0.049,126.0,2016.0,3.0,1457320438.0,Myanmar
33.454,81.4137,13.68,4.4,mb,104.0,6.803,0.85,us10004udp,western Xizang,4.4,0.12,20.0,2016.0,3.0,1457016767.0,western Xizang
29.7391,69.9154,10.0,4.6,mb,97.0,4.834,0.84,us10004u08,"41 km ESE of Barkhan, Pakistan",1.9,0.081,45.0,2016.0,3.0,1456900511.0,Pakistan
26.4817,95.4216,21.67,4.1,mb,117.0,3.334,0.47,us10004ur6,"45 km SE of Mon, India",7.6,0.186,8.0,2016.0,3.0,1456891430.0,India
10.2974,93.6503,127.6,4.0,mb,133.0,1.616,0.23,us10004ude,"180 km SSE of Port Blair, India",8.4,0.183,8.0,2016.0,2.0,1456701063.0,India
13.4762,93.915,98.7,4.5,mb,61.0,2.14,0.81,us10004t24,"235 km NNE of Bamboo Flat, India",6.0,0.071,57.0,2016.0,2.0,1456533065.0,India
27.8322,85.7365,10.0,4.7,mb,49.0,0.391,0.71,us10004sb7,"24 km ENE of Nagarkot, Nepal",1.9,0.073,57.0,2016.0,2.0,1456305736.0,Nepal
32.0565,95.0448,10.0,5.1,mb,19.0,7.044,0.84,us10004rwh,"227 km WNW of Qamdo, China",1.8,0.037,236.0,2016.0,2.0,1456187618.0,China
27.9633,84.6943,16.72,5.1,mb,39.0,0.604,0.87,us10004rjm,"40 km NE of Bharatpur, Nepal",4.5,0.059,94.0,2016.0,2.0,1456078200.0,Nepal
31.802,70.0646,51.34,4.3,mb,166.0,2.862,0.66,us10004r8q,"40 km WSW of Kulachi, Pakistan",3.8,0.085,39.0,2016.0,2.0,1455929880.0,Pakistan
26.196,93.4977,39.72,4.7,mb,63.0,1.606,0.71,us200050p4,"34 km NW of Bokaj?n, India",6.2,0.061,81.0,2016.0,2.0,1455664019.0,India
30.2409,70.1651,24.67,4.1,mb,134.0,4.302,0.89,us2000506i,"50 km WNW of Dera Ghazi Khan, Pakistan",8.2,0.14,14.0,2016.0,2.0,1455479835.0,Pakistan
27.0268,89.1875,50.32,3.7,mb,178.0,2.802,0.96,us200050r7,"16 km NNE of Samtse, Bhutan",9.4,0.139,13.0,2016.0,2.0,1455399474.0,Bhutan
27.7118,85.6292,21.15,4.1,mb,97.0,0.278,0.51,us20004zdq,"10 km E of Nagarkot, Nepal",4.5,0.095,30.0,2016.0,2.0,1455121661.0,Nepal
32.9944,76.0777,40.2,4.2,mb,153.0,2.441,0.75,us20004z10,"33 km E of Bhadarw?h, India",8.9,0.098,29.0,2016.0,2.0,1455030833.0,India
30.8319,86.284,32.43,4.7,mb,95.0,7.188,0.92,us20004yx3,"195 km NNE of Saga, China",5.3,0.075,53.0,2016.0,2.0,1454984944.0,China
27.8782,85.3377,23.53,5.2,mb,44.0,0.166,0.82,us20004y4t,"19 km N of Kathmandu, Nepal",4.4,0.052,120.0,2016.0,2.0,1454689211.0,Nepal
14.2933,93.204,10.0,5.1,mb,47.0,2.659,1.06,us20004x3a,"291 km N of Bamboo Flat, India",1.7,0.048,142.0,2016.0,2.0,1454599849.0,India
32.8455,76.043,58.67,4.3,mb,105.0,2.459,0.92,us20004x0r,"33 km NNW of Chamba, India",9.5,0.168,10.0,2016.0,2.0,1454569836.0,India
10.3608,93.3475,96.08,4.4,mb,106.0,1.416,1.31,us20004y5a,"158 km SSE of Port Blair, India",8.7,0.112,23.0,2016.0,2.0,1454513047.0,India
29.6353,84.2685,10.0,4.1,mb,161.0,7.856,0.64,us20004x1e,"99 km WNW of Saga, China",1.9,0.157,11.0,2016.0,1.0,1454215188.0,China
29.6637,84.2327,10.0,4.2,mb,145.0,7.897,0.79,us20004w3p,"103 km WNW of Saga, China",1.9,0.128,17.0,2016.0,1.0,1454213905.0,China
29.4663,87.9565,10.0,4.1,mb,145.0,13.2,0.92,us20004v9s,"93 km WNW of Rikaze, China",1.9,0.12,19.0,2016.0,1.0,1453973763.0,China
13.7261,93.8004,88.89,4.6,mb,72.0,2.301,0.48,us20004v6u,"253 km NNE of Bamboo Flat, India",8.7,0.129,18.0,2016.0,1.0,1453932596.0,India
33.7119,68.7772,25.24,4.4,mb,167.0,0.855,1.14,us20004v0x,"32 km SSW of Baraki Barak, Afghanistan",2.8,0.12,20.0,2016.0,1.0,1453891266.0,Afghanistan
29.5248,87.8553,24.65,4.2,mb,94.0,5.306,0.84,us20004vlf,"104 km WNW of Rikaze, China",5.6,0.124,18.0,2016.0,1.0,1453827450.0,China
24.1868,94.9004,84.65,4.3,mb,89.0,3.087,0.59,us10004gcx,"78 km NE of Mawlaik, Myanmar",9.9,0.113,22.0,2016.0,1.0,1453097093.0,Myanmar
11.7568,92.8636,50.41,4.3,mb,82.0,0.154,1.22,us10004g1b,"16 km NE of Port Blair, India",4.0,0.129,22.0,2016.0,1.0,1452885892.0,India
29.4873,87.8145,10.0,4.1,mb,140.0,2.892,1.12,us10004ea1,"107 km WNW of Rikaze, China",1.9,0.12,19.0,2016.0,1.0,1452729832.0,China
29.7043,88.0054,10.0,4.4,mb,96.0,2.715,1.07,us10004e9s,"98 km WNW of Rikaze, China",1.9,0.094,33.0,2016.0,1.0,1452726946.0,China
32.6531,91.6264,10.0,5.2,mb,38.0,2.971,0.89,us10004e7h,"136 km NNW of Nagqu, China",1.8,0.039,221.0,2016.0,1.0,1452717298.0,China
16.5725,96.4762,50.56,4.4,mb,166.0,3.009,0.72,us10004dsd,"21 km SSW of Thongwa, Myanmar",8.3,0.123,19.0,2016.0,1.0,1452610775.0,Myanmar
13.5519,92.7103,35.0,4.1,mb,182.0,7.726,0.76,us10004ews,"204 km N of Bamboo Flat, India",2.0,0.197,7.0,2016.0,1.0,1452495397.0,India
24.8896,93.4003,58.15,4.3,mb,77.0,1.552,0.75,us10004c4z,"40 km ENE of Lakhipur, India",8.4,0.105,28.0,2016.0,1.0,1452075913.0,India
12.0291,93.1309,68.01,4.2,mb,94.0,0.53,0.13,us10004dzl,"57 km NE of Bamboo Flat, India",9.9,0.215,6.0,2016.0,1.0,1451874484.0,India
24.8036,93.6505,55.0,6.7,mww,16.0,1.794,1.01,us10004b2n,"29 km W of Imph?l, India",1.8,0.11205454545454542,185.1000254897781,2016.0,1.0,1451862322.0,India
34.9819,73.0507,48.92,4.7,mb,50.0,1.34,0.87,us10004a65,Pakistan,7.0,0.078,49.0,2015.0,12.0,1451347623.0,Pakistan
29.1913,81.42,10.0,4.1,mb,170.0,8.479,0.87,us10004bh1,"47 km E of Dipayal, Nepal",1.9,0.198,7.0,2015.0,12.0,1451105320.0,Nepal
26.2583,93.0894,48.5,4.3,mb,68.0,1.307,1.06,us10004b7b,"36 km NE of Hoj?i, India",6.0,0.105,26.0,2015.0,12.0,1450862526.0,India
24.4134,90.5812,14.16,4.0,mb,178.0,1.63,0.45,us100048nw,"3 km SE of Gafargaon, Bangladesh",6.5,0.15,12.0,2015.0,12.0,1450741948.0,Bangladesh
29.3985,81.6541,10.0,5.4,mb,34.0,3.632,0.8,us1000488j,"53 km WNW of Jumla, Nepal",1.8,0.035,274.0,2015.0,12.0,1450477016.0,Nepal
8.3257,92.0565,30.67,4.2,mb,137.0,3.377,0.46,us100048rx,"Nicobar Islands, India region",6.1,0.141,14.0,2015.0,12.0,1450370577.0,India region
9.4948,93.7925,55.42,4.6,mb,111.0,2.382,0.7,us100048r3,"266 km SSE of Port Blair, India",8.5,0.122,20.0,2015.0,12.0,1450321484.0,India
34.101,82.2113,10.0,4.1,mb,113.0,6.903,1.1,us20004hje,western Xizang,1.9,0.184,8.0,2015.0,12.0,1450272291.0,western Xizang
12.6843,93.4126,72.62,4.7,mb,92.0,1.213,0.67,us20004hhu,"132 km NE of Bamboo Flat, India",7.2,0.115,23.0,2015.0,12.0,1450241299.0,India
23.8301,86.5783,14.79,4.5,mb,171.0,5.101,0.5,us10004846,"6 km E of Gobindpur, India",5.6,0.144,14.0,2015.0,12.0,1450146915.0,India
24.5749,95.0379,146.62,4.0,mb,143.0,3.049,0.87,us100047wa,"98 km E of W?ngjing, India",10.7,0.231,5.0,2015.0,12.0,1450005449.0,India
29.6312,95.7458,24.84,4.3,mb,51.0,4.02,0.76,us20004gm1,"178 km NNE of P?sigh?t, India",5.9,0.09,35.0,2015.0,12.0,1449871780.0,India
10.4689,93.9392,10.0,4.5,mb,79.0,1.663,0.38,us20004ggj,"185 km SE of Port Blair, India",1.9,0.14,15.0,2015.0,12.0,1449662419.0,India
18.4361,71.1922,10.0,4.3,mb,85.0,12.678,1.24,us20004fsq,"179 km W of Al?b?g, India",1.9,0.122,19.0,2015.0,12.0,1449357212.0,India
22.0764,94.4847,35.0,4.2,mb,175.0,4.226,0.87,us100043bq,"67 km W of Monywa, Myanmar",2.0,0.199,7.0,2015.0,12.0,1449012428.0,Myanmar
31.373,78.7325,35.0,4.1,mb,156.0,5.143,1.33,us100041zf,"76 km NNE of Uttark?shi, India",2.0,0.197,7.0,2015.0,11.0,1448765272.0,India
12.5328,93.687,111.54,4.4,mb,128.0,7.768,0.71,us100042qf,"Andaman Islands, India region",9.2,0.123,19.0,2015.0,11.0,1448735576.0,India region
18.2175,95.8133,65.62,4.1,mb,169.0,2.982,0.99,us100042pp,"44 km SE of Paungde, Myanmar",9.2,0.174,9.0,2015.0,11.0,1448694155.0,Myanmar
10.2874,91.622,26.52,4.4,mb,122.0,1.75,0.99,us20004fz6,"195 km SW of Port Blair, India",6.4,0.11,24.0,2015.0,11.0,1448650733.0,India
22.5864,94.9855,13.79,4.6,mb,63.0,3.089,0.57,us100041qe,"55 km NNW of Monywa, Myanmar",3.4,0.084,42.0,2015.0,11.0,1448625858.0,Myanmar
34.8307,73.9303,5.0,5.0,mb,39.0,1.298,0.91,us100041q3,"66 km NE of Muzaffar?b?d, Pakistan",3.7,0.076,56.0,2015.0,11.0,1448624434.0,Pakistan
31.6879,87.7802,11.43,3.8,mb,139.0,3.496,0.45,us1000427f,"290 km NNW of Rikaze, China",4.8,0.169,9.0,2015.0,11.0,1448564389.0,China
26.4076,92.9745,54.52,4.7,mb,60.0,3.666,0.77,us1000419g,"30 km SE of Tezpur, India",4.1,0.065,72.0,2015.0,11.0,1448468110.0,India
29.6929,89.8692,77.42,4.7,mb,102.0,1.094,0.57,us1000415j,"87 km WSW of D̻q̻n, China",6.6,0.077,51.0,2015.0,11.0,1448427726.0,China
28.1552,84.7587,8.19,4.6,mb,60.0,0.661,0.96,us100040q1,Nepal,4.5,0.079,48.0,2015.0,11.0,1448367855.0,Nepal
34.3627,68.92,10.18,3.5,mb,239.0,0.204,0.84,us10003zsx,"6 km SE of Maydanshakhr, Afghanistan",7.8,0.285,3.0,2015.0,11.0,1448011568.0,Afghanistan
27.8525,85.6776,16.51,5.0,mb,49.0,0.349,0.79,us10003zfw,"21 km NE of Nagarkot, Nepal",3.9,0.053,115.0,2015.0,11.0,1447906552.0,Nepal
32.1192,95.0279,10.0,4.6,mb,50.0,4.127,0.6,us10003z4f,"231 km WNW of Qamdo, China",1.9,0.073,56.0,2015.0,11.0,1447798529.0,China
24.7399,94.8163,89.65,4.4,mb,52.0,2.806,1.07,us10003yjs,"77 km ENE of W?ngjing, India",7.8,0.087,38.0,2015.0,11.0,1447629880.0,India
13.714,93.5448,47.89,4.5,mb,229.0,7.011,0.41,us10003zbg,"240 km NNE of Bamboo Flat, India",6.5,0.181,9.0,2015.0,11.0,1447579137.0,India
24.4982,94.6561,70.68,4.2,mb,149.0,2.753,0.58,us10003yy9,"60 km E of W?ngjing, India",11.4,0.137,15.0,2015.0,11.0,1447379781.0,India
23.4416,94.5795,104.83,4.3,mb,171.0,3.26,0.51,us10003x1q,"28 km SE of Mawlaik, Myanmar",9.8,0.132,16.0,2015.0,11.0,1446888567.0,Myanmar
31.7945,74.431,59.82,3.1,ml,288.0,2.094,1.47,us10003uws,"14 km SSW of Narang Mandi, Pakistan",9.0,0.181,4.0,2015.0,11.0,1446740867.0,Pakistan
32.0564,69.5481,39.95,4.6,mb,143.0,2.513,0.95,us200041cm,"26 km S of Wana, Pakistan",6.6,0.092,35.0,2015.0,11.0,1446483785.0,Pakistan
32.0869,69.5562,44.73,5.0,mb,26.0,2.484,0.7,us200041b0,"23 km S of Wana, Pakistan",4.8,0.045,156.0,2015.0,11.0,1446471636.0,Pakistan
34.3967,68.9948,13.26,3.6,mb,205.0,0.149,0.73,us2000418g,"11 km E of Maydanshakhr, Afghanistan",6.2,0.288,3.0,2015.0,10.0,1446328943.0,Afghanistan
24.6819,92.4488,36.31,4.8,mb,48.0,1.032,0.69,us200040l5,"11 km W of Hail?k?ndi, India",7.2,0.064,75.0,2015.0,10.0,1446156956.0,India
24.1002,92.8262,38.49,4.3,mb,146.0,1.705,0.68,us200040cl,"13 km NW of Darlawn, India",9.9,0.119,20.0,2015.0,10.0,1446076489.0,India
24.5022,94.9918,93.35,4.1,mb,118.0,3.035,0.83,us10003rut,"94 km E of W?ngjing, India",11.8,0.135,15.0,2015.0,10.0,1445953848.0,India
32.0156,95.1918,43.24,4.4,mb,113.0,4.186,0.96,us2000406i,"212 km WNW of Qamdo, China",10.0,0.143,14.0,2015.0,10.0,1445595890.0,China
29.7336,70.4277,27.67,4.0,mb,220.0,4.594,1.46,us20004061,"19 km WNW of Jampur, Pakistan",8.6,0.298,3.0,2015.0,10.0,1445575379.0,Pakistan
29.3004,69.9194,20.0,4.4,mb,122.0,5.195,1.08,us2000405z,"45 km WNW of Rajanpur, Pakistan",2.5,0.22,6.0,2015.0,10.0,1445573011.0,Pakistan
29.8143,69.9062,24.74,4.2,mb,180.0,4.769,1.71,us20004074,"37 km ESE of Barkhan, Pakistan",9.4,0.216,6.0,2015.0,10.0,1445567236.0,Pakistan
29.5481,70.2625,10.0,4.4,mb,118.0,4.827,0.59,us20004073,"11 km W of Dajal, Pakistan",2.0,0.539,2.0,2015.0,10.0,1445563466.0,Pakistan
29.4472,70.265,22.83,4.0,mb,211.0,4.912,0.85,us2000405t,"16 km SW of Dajal, Pakistan",9.6,0.184,8.0,2015.0,10.0,1445562389.0,Pakistan
